no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income,total_assets,assets_to_loan
4,1,1,6100000,21700000,6,860,13900000,900000,14100000,5600000,1,3.557376466003858,34500000,1.5898616778865586
5,1,0,3200000,10600000,2,432,6500000,3700000,11200000,3700000,1,3.3124989648440737,25100000,2.3679243049128016
4,1,1,9000000,30400000,20,532,21000000,7400000,30500000,13100000,0,3.3777774024691776,72000000,2.3684209747229943
0,0,1,1200000,3200000,2,678,1500000,1000000,3400000,900000,1,2.666664444446296,6800000,2.1249993359377077
3,1,0,7900000,27000000,6,601,17700000,7800000,27600000,11500000,1,3.4177210863644194,64600000,2.3925925039780553
3,1,1,7700000,23100000,8,807,2900000,9800000,20400000,7000000,1,2.999999610389661,40100000,1.7359306607822225
2,0,0,4400000,16500000,16,879,7800000,7500000,10300000,5400000,1,3.7499991477274666,31000000,1.8787877649219535
1,0,0,3100000,11200000,18,665,2000000,5400000,12000000,2500000,1,3.612902060354174,21900000,1.9553569682716994
5,0,1,2600000,9300000,16,697,5100000,1200000,7700000,3700000,1,3.576921701183961,17700000,1.9032256018036988
4,1,0,5500000,21700000,14,867,5000000,8700000,15200000,3100000,1,3.945453828099304,32000000,1.4746543099237646
1,1,0,5700000,15500000,8,544,10500000,8700000,20900000,7000000,0,2.719297768544251,47100000,3.0387094813735818
5,1,0,6100000,20700000,20,482,9400000,2000000,16900000,5900000,0,3.3934420666488414,34200000,1.6521738332283173
2,1,0,8200000,22500000,18,857,13400000,14300000,28400000,8400000,1,2.7439021044021823,64500000,2.8666665392592647
1,1,0,6000000,21200000,12,549,17900000,8200000,16900000,6200000,0,3.5333327444445426,49200000,2.3207546075115753
1,1,1,8000000,30600000,10,720,23700000,8500000,24900000,9700000,1,3.8249995218750596,66800000,2.1830064646076317
4,0,0,2000000,4800000,8,302,1500000,800000,4000000,2600000,0,2.3999988000006,8900000,1.854166280382025
5,1,1,1300000,2900000,12,669,400000,1700000,3900000,1800000,1,2.2307675147942194,7800000,2.689654244946812
1,1,0,7000000,27100000,6,591,6700000,12200000,21500000,4900000,1,3.871428018367426,45300000,1.6715866541849944
3,1,0,4100000,15300000,6,440,7500000,5100000,8200000,2000000,0,3.7317064069008765,22800000,1.4901959810329424
3,1,0,8000000,26200000,16,890,15800000,4300000,25000000,4000000,1,3.2749995906250513,49100000,1.8740457299982545
4,0,0,8100000,28000000,8,663,8800000,11300000,26000000,5500000,1,3.45678969669263,51600000,1.8428570770408186
4,1,1,9500000,22600000,14,433,10000000,900000,23100000,13400000,0,2.3789471180055664,47400000,2.097345039940485
0,1,0,9200000,22500000,10,317,14200000,17400000,28500000,10700000,0,2.4456519080813144,70800000,3.146666526814821
2,1,0,3900000,14700000,16,360,2600000,200000,8300000,2900000,0,3.769229802761589,14000000,0.9523808875931369
1,1,0,9100000,26200000,8,727,20800000,7100000,27800000,8900000,1,2.879120562734004,64600000,2.465648760853101
3,1,1,3000000,8300000,4,685,2900000,5400000,11300000,3800000,1,2.7666657444447518,23400000,2.819276768761835
4,1,0,2000000,4300000,8,373,2000000,2700000,7700000,2200000,0,2.1499989250005376,14600000,3.3953480475934774
5,1,0,6300000,14600000,8,469,13300000,10100000,24500000,3800000,0,2.317459949609532,51700000,3.541095647870161
3,0,1,4100000,10900000,8,548,8800000,5200000,13200000,4300000,0,2.6585359369424544,31500000,2.8899079917515604
0,0,0,9800000,29400000,20,618,1200000,14600000,33800000,8300000,1,2.9999996938775824,57900000,1.969387688116065
2,1,0,5200000,15400000,8,658,1200000,7500000,12800000,3200000,1,2.9615378920119437,24700000,1.603895999747013
3,1,0,7600000,28700000,18,781,21300000,12400000,29600000,8000000,1,3.776315292590093,71300000,2.4843204709296005
3,0,0,9200000,35500000,2,715,11100000,11800000,19800000,11700000,1,3.8586952327505184,54400000,1.5323943230311459
5,0,0,2200000,8100000,4,409,300000,0,4900000,2400000,0,3.6818165082652237,7600000,0.9382714891022853
2,0,1,8300000,20600000,10,504,100000,900000,33200000,6700000,0,2.4819274118159744,40900000,1.9854367968234565
3,1,1,6100000,21600000,16,428,2900000,6100000,15100000,7200000,0,3.5409830260683566,31300000,1.4490740069873145
2,1,0,4500000,16600000,20,704,6400000,4200000,16900000,2400000,1,3.6888880691359844,29900000,1.8012047107708005
3,0,0,6600000,18800000,12,834,18800000,9300000,13700000,4800000,1,2.8484844168963006,46600000,2.478723272408337
4,0,0,8900000,34900000,14,694,15400000,2800000,20600000,9100000,1,3.921347874005857,47900000,1.3724927973497765
4,1,1,3900000,13300000,20,453,9800000,500000,12300000,4700000,0,3.4102555358319138,27300000,2.052631424614179
3,1,1,8900000,35400000,14,404,22300000,7700000,26400000,5900000,0,3.977527642974422,62300000,1.7598869559353967
5,0,0,6400000,22300000,12,776,500000,9100000,24100000,5800000,1,3.4843744555664915,39500000,1.7713003689999836
1,0,1,9500000,28700000,16,526,24600000,4900000,31800000,6600000,0,3.0210523135734406,67900000,2.365853576102663
3,1,1,300000,1000000,8,641,700000,200000,1100000,200000,1,3.3333222222592593,2200000,2.1999978000022
5,0,0,4100000,12300000,6,582,10900000,6100000,14100000,3500000,1,2.9999992682928616,34600000,2.8130079013814715
2,1,0,8100000,20800000,18,778,4100000,15500000,16700000,10600000,1,2.5679009175430965,46900000,2.2548075839034816
4,1,0,9900000,28400000,10,763,23700000,12700000,35800000,5800000,1,2.868686578920548,78000000,2.7464787765324377
0,0,0,4800000,19000000,12,650,7000000,1000000,15600000,4800000,1,3.9583325086807273,28400000,1.4947367634349071
0,1,1,2900000,9700000,2,820,6700000,1600000,9100000,3900000,1,3.3448264328184716,21300000,2.1958760622808184
1,0,1,3500000,13500000,12,824,8400000,3900000,11600000,4100000,1,3.8571417551023557,28000000,2.074073920438969
1,0,1,4900000,12600000,4,718,11800000,7300000,11800000,3800000,1,2.5714280466473376,34700000,2.753968035399362
2,0,1,5100000,13300000,14,313,5900000,7900000,18000000,3900000,0,2.607842625913211,35700000,2.6842103244954645
5,1,0,7300000,26200000,10,751,1400000,12200000,26700000,10400000,1,3.589040604241013,50700000,1.9351144299574645
0,1,1,200000,300000,18,520,100000,300000,600000,100000,0,1.4999925000374998,1100000,3.666654444485185
2,1,0,1400000,4700000,4,355,2100000,600000,4400000,1400000,1,3.3571404591853864,8500000,1.8085102535084567
3,1,1,8700000,33600000,14,314,7700000,10000000,21700000,6200000,0,3.8620685216013193,45600000,1.357142816751702
1,0,1,2800000,5900000,20,728,1000000,3200000,10300000,1400000,1,2.1071421045921057,15900000,2.694914797472068
3,1,1,9100000,30100000,14,564,26600000,7300000,22700000,8200000,1,3.3076919442096764,64800000,2.152823848743394
0,0,1,6800000,15300000,14,699,19900000,2600000,13900000,8300000,1,2.2499996691176958,44700000,2.921568436498795
0,0,1,5000000,17000000,6,624,6700000,6200000,15400000,5900000,1,3.399999320000136,34200000,2.0117645875432597
0,1,1,4400000,16800000,14,795,8700000,8700000,12600000,3400000,1,3.8181809504134203,33400000,1.9880951197562429
5,0,1,8400000,18600000,20,703,2500000,7100000,28800000,9500000,1,2.2142854506803036,47900000,2.5752686787489956
4,1,0,7800000,17300000,4,394,3600000,13100000,24300000,7200000,0,2.2179484335963546,48200000,2.786127006582254
4,1,1,4800000,9900000,14,779,5200000,9300000,18600000,2900000,1,2.0624995703125895,36000000,3.636363269054215
1,1,0,3200000,8800000,4,405,1000000,2600000,10700000,3400000,0,2.7499991406252686,17700000,2.0113634077996125
5,1,1,2300000,6700000,16,612,6700000,3300000,8800000,2000000,1,2.9130422117207777,20800000,3.1044771485855
5,0,1,9200000,28100000,10,448,22300000,3300000,33200000,10700000,0,3.0543474940926636,69500000,2.473309520522793
2,0,1,4700000,13700000,6,506,1300000,7900000,16700000,3500000,0,2.914892996831277,29400000,2.145985244818595
0,0,1,8000000,30400000,2,776,16600000,1400000,29100000,7800000,1,3.7999995250000596,54900000,1.8059209932262832
1,1,1,2600000,8600000,6,730,800000,2900000,6000000,3100000,1,3.307691035503448,12800000,1.4883719199567536
3,0,0,200000,800000,20,730,0,300000,400000,300000,1,3.9999800000999994,1000000,1.249998437501953
5,1,0,7300000,17200000,2,345,6100000,8400000,23200000,4900000,0,2.356164060799444,42600000,2.476744042049765
4,0,0,3300000,11800000,2,847,7800000,2400000,12100000,3000000,1,3.5757564921950022,25300000,2.1440676149095244
4,0,0,8300000,23300000,20,398,18500000,11500000,17100000,9900000,0,2.80722857744234,57000000,2.4463518263368313
5,0,1,4100000,9600000,2,307,8800000,7800000,8500000,3100000,0,2.341462843545648,28200000,2.9374996940104485
1,0,0,7300000,23700000,16,852,9400000,6800000,22600000,8500000,1,3.246574897729466,47300000,1.9957805065071517
1,0,0,9300000,27500000,6,364,12200000,13800000,25300000,10800000,0,2.956988929356029,62100000,2.2581817360661187
2,1,1,4300000,15200000,12,552,3400000,2100000,12700000,4800000,1,3.534882898864442,23000000,1.5131577951869872
3,0,0,2600000,8100000,2,421,4200000,3100000,6200000,2500000,1,3.115383417160224,16000000,1.9753083981100743
5,1,0,2900000,9800000,12,588,5900000,2300000,6800000,2900000,1,3.379309179548559,17900000,1.8265304258642423
2,1,1,900000,3500000,6,763,2300000,300000,2000000,600000,1,3.8888845679060355,5200000,1.485713861224611
3,0,1,4900000,17500000,20,823,12600000,8700000,14300000,4800000,1,3.5714278425657464,40400000,2.308571296653069
0,1,0,7700000,24800000,10,642,16800000,10700000,27400000,4500000,1,3.2207788024962594,59400000,2.3951611937435002
1,1,0,4700000,16800000,12,647,10400000,8300000,10600000,3400000,1,3.5744673245814202,32700000,1.9464284555697349
5,0,0,3000000,8900000,20,886,2600000,1000000,10600000,2800000,1,2.9666656777781073,17000000,1.9101121449312197
4,0,0,9700000,26200000,4,518,26200000,0,22500000,14000000,0,2.7010306493782834,62700000,2.393129679651539
0,1,1,6900000,26800000,20,515,10800000,2500000,16700000,8300000,0,3.8840574081076222,38300000,1.4291044242871485
2,0,1,3800000,12400000,8,340,1800000,2600000,9700000,2600000,0,3.2631570360113065,16700000,1.3467740849375738
3,0,1,600000,1700000,14,521,0,1000000,1700000,600000,0,2.8333286111189815,3300000,1.9411753287203948
2,0,1,1200000,2900000,12,330,400000,1600000,3800000,600000,0,2.416664652779456,6400000,2.2068957907255893
4,0,1,7800000,26800000,2,474,8900000,11200000,18400000,5600000,1,3.435896995397821,44100000,1.6455223266596146
0,0,0,9000000,35100000,6,898,500000,16200000,20700000,9100000,1,3.8999995666667147,46500000,1.3247862870431257
1,0,0,2800000,9100000,12,436,3600000,500000,7800000,3600000,0,3.2499988392861288,15500000,1.7032965161212619
1,0,0,7800000,21300000,10,326,22800000,10700000,18500000,4500000,0,2.7307688806706563,56500000,2.6525820350900453
4,1,1,4700000,9500000,18,876,11800000,6600000,18000000,4100000,1,2.021276165685922,40500000,4.263157445983427
2,1,0,4600000,17500000,20,597,11400000,6100000,14100000,4100000,1,3.8043469990550003,35700000,2.039999883428578
4,1,0,5100000,16100000,14,436,11400000,2700000,13100000,6700000,0,3.1568621261054655,33900000,2.105589931329818
3,0,1,6100000,22800000,18,640,16800000,7300000,19600000,6000000,1,3.7377043052943764,49700000,2.1798244657971724
0,0,0,6000000,22900000,16,302,12200000,6500000,17700000,7100000,0,3.8166660305556617,43500000,1.899563235826933
2,0,0,8400000,23200000,16,476,15200000,5400000,18700000,8600000,0,2.761904433106615,47900000,2.0646550834200394
2,1,0,9300000,22000000,14,393,4300000,3800000,28400000,13900000,0,2.3655911434848234,50400000,2.290908986776864
0,1,0,4200000,10300000,10,506,9300000,4500000,12400000,6000000,0,2.4523803684808647,32200000,3.1262132887171563
3,1,0,9600000,37800000,10,418,6700000,5500000,34900000,11300000,0,3.937499589843793,58400000,1.54497350410123
3,1,0,5600000,13400000,6,865,14900000,9700000,12300000,6000000,1,2.392856715561301,42900000,3.201492298396097
4,1,0,7800000,28600000,2,703,500000,12400000,29500000,10500000,1,3.666666196581257,52900000,1.8496502849772627
2,1,1,4500000,12600000,2,568,6900000,3900000,17800000,2900000,1,2.799999377777916,31500000,2.4999998015873173
3,1,0,2400000,5900000,2,425,1100000,500000,7400000,2500000,0,2.4583323090282048,11500000,1.9491522120080997
0,0,0,3900000,11300000,12,305,5000000,5900000,8800000,2100000,0,2.8974351545038064,21800000,1.929203369097047
5,1,1,9600000,20600000,6,456,17300000,11000000,21700000,11600000,0,2.145833109809051,61600000,2.9902911169761595
4,0,0,900000,2600000,2,602,600000,800000,3200000,1000000,1,2.888885679015912,5600000,2.1538453254441055
3,1,1,1100000,3800000,20,814,1400000,1500000,3200000,1100000,1,3.454542314052442,7200000,1.8947363434904358
4,0,0,6400000,24900000,2,640,10000000,5700000,18700000,6300000,1,3.8906243920899386,40700000,1.634538086966342
2,1,0,4600000,15000000,4,817,7200000,2400000,13000000,6600000,1,3.2608688563328574,29200000,1.9466665368888976
4,1,0,7600000,29800000,20,361,13800000,5800000,15300000,5900000,0,3.9210521156510376,40800000,1.3691274708346486
5,0,0,6800000,20100000,14,839,1900000,600000,15600000,7500000,1,2.955881918252659,25600000,1.2736317774312549
5,1,0,7100000,27000000,20,592,5100000,9600000,20200000,7600000,1,3.802816365800512,42500000,1.5740740157750364
4,0,1,6700000,24700000,6,498,12900000,700000,18800000,8400000,0,3.6865666139452813,40800000,1.6518217954728018
5,0,1,5800000,12400000,6,847,5100000,9000000,14100000,7600000,1,2.137930665874023,35800000,2.887096541363182
0,1,1,8600000,29400000,16,643,1000000,14100000,33000000,12300000,1,3.4186042536506682,60400000,2.054421698829194
0,1,1,3500000,10600000,4,389,8300000,4800000,9100000,2500000,1,3.0285705632655535,24700000,2.330188459416183
2,1,1,4800000,17500000,20,381,400000,6900000,13400000,7000000,0,3.6458325737848805,27700000,1.5828570524081684
5,1,1,6100000,14400000,16,400,9200000,2800000,23800000,5600000,0,2.3606553507122374,41400000,2.874999800347236
5,1,1,5200000,12700000,16,718,11700000,100000,18100000,7200000,1,2.4423072226332265,37100000,2.921259612499243
5,0,1,4100000,12400000,8,309,8200000,1000000,13000000,3300000,0,3.024389506246462,25500000,2.056451447060367
5,0,0,3200000,7400000,2,838,2200000,2900000,10200000,3600000,1,2.3124992773439756,18900000,2.554053708911661
3,0,1,7500000,21600000,14,678,8800000,12100000,20100000,11200000,1,2.879999616000051,52200000,2.416666554783956
2,0,1,1500000,4500000,14,826,3200000,1700000,4600000,1600000,1,2.9999980000013333,11100000,2.4666661185186403
4,1,1,1200000,3100000,16,348,1200000,2200000,3500000,1700000,0,2.5833311805573493,8600000,2.774192653486241
1,1,1,8400000,19700000,6,476,24700000,16500000,31800000,12100000,0,2.345237816043117,85100000,4.319796735035699
0,0,1,7900000,26300000,8,666,4600000,9200000,18400000,11800000,1,3.3291135026438603,44000000,1.6730037386690593
1,1,1,2100000,4300000,20,896,100000,2300000,7500000,2300000,1,2.047618072562823,12200000,2.837208642509618
2,1,0,2500000,7000000,20,547,800000,1200000,5200000,2300000,0,2.799998880000448,9500000,1.3571426632653338
2,0,1,3700000,13900000,2,405,5900000,3200000,9100000,5500000,1,3.756755741417367,23700000,1.7050358485585722
5,1,0,1100000,4000000,16,498,400000,100000,2300000,700000,0,3.6363603305815175,3500000,0.8749997812500547
5,1,0,6500000,24800000,8,779,7000000,9600000,15700000,8800000,1,3.815384028402457,41100000,1.6572579976912098
0,0,1,8200000,31500000,8,403,11500000,8800000,19000000,6100000,0,3.8414629461630554,45400000,1.4412697955152445
2,0,0,5000000,12400000,8,709,11300000,6800000,13300000,4200000,1,2.4799995040000993,35600000,2.870967510405846
1,0,0,1500000,6000000,6,507,2600000,2700000,4800000,1900000,0,3.999997333335111,12000000,1.9999996666667221
5,0,0,3700000,9100000,18,368,3400000,2400000,8400000,3300000,0,2.459458794740866,17500000,1.923076711749812
3,1,1,4100000,14600000,16,760,4700000,6600000,14900000,3000000,1,3.5609747412256727,29200000,1.999999863013708
2,0,0,7200000,16800000,6,796,6600000,6100000,14400000,9800000,1,2.333333009259304,36900000,2.1964284406887833
1,1,0,2000000,5000000,6,876,500000,2900000,5800000,1500000,1,2.499998750000625,10700000,2.1399995720000855
3,0,0,2000000,4700000,14,673,800000,3400000,5900000,1500000,1,2.3499988250005877,11600000,2.4680845812585996
1,1,1,5100000,11500000,4,747,5000000,8900000,14100000,7000000,1,2.254901518646761,35000000,3.0434779962193046
1,0,0,6000000,13600000,12,589,9000000,300000,12600000,7100000,1,2.2666662888889517,29000000,2.1323527843858248
1,1,0,4900000,18100000,8,382,13600000,400000,15500000,2400000,0,3.6938767971680004,31900000,1.7624308418546497
3,0,1,900000,2300000,12,900,1300000,0,3300000,1100000,1,2.5555527160525378,5700000,2.47825979206096
1,1,1,7500000,25000000,18,628,3500000,2200000,21700000,4700000,1,3.333332888888948,32100000,1.283999948640002
2,1,0,6400000,25000000,12,667,13500000,5500000,25500000,5400000,1,3.906249389648533,49900000,1.9959999201600032
2,1,1,8700000,26400000,2,778,8500000,2400000,28800000,10300000,1,3.034482409829608,50000000,1.8939393221992682
4,1,1,7300000,17200000,18,831,18500000,4300000,23000000,5200000,1,2.356164060799444,51000000,2.965116106679296
5,1,0,7400000,27100000,4,320,19800000,14600000,25200000,9400000,1,3.6621616672754502,69000000,2.546125367301647
2,1,0,2700000,9300000,16,656,7700000,2500000,6400000,3600000,1,3.4444431687247525,20200000,2.1720427771997013
3,1,0,3400000,8900000,6,896,4200000,4800000,10200000,4200000,1,2.617646288927562,23400000,2.629213187728855
3,0,1,2100000,7400000,4,320,3300000,2700000,6300000,2200000,1,3.5238078458057878,14500000,1.9594591946676765
2,0,0,3100000,10500000,10,751,5500000,5900000,9000000,1600000,1,3.3870956815820383,22000000,2.095237895691629
5,0,0,4700000,17400000,2,523,10600000,7000000,10900000,5200000,1,3.7021268718878995,33700000,1.9367814978861209
5,1,0,3100000,10500000,6,584,7700000,2100000,10900000,2900000,1,3.3870956815820383,23600000,2.2476188335601113
2,0,0,5700000,20400000,2,630,3000000,3100000,22600000,2900000,1,3.5789467405356596,31600000,1.5490195319108073
3,1,1,2300000,8000000,14,472,4400000,3300000,7700000,1800000,0,3.4782593572785405,17200000,2.1499997312500336
0,0,1,6600000,18500000,16,802,14600000,1100000,21800000,9700000,1,2.803029878328806,47200000,2.551351213440475
2,1,1,2700000,6400000,18,547,5000000,1700000,9200000,1700000,0,2.3703694924557435,17600000,2.7499995703125673
1,0,1,800000,2800000,16,726,2000000,1300000,3100000,1200000,1,3.499995625005469,7600000,2.7142847448983054
1,1,0,6600000,18500000,8,712,2300000,3200000,24400000,7600000,1,2.803029878328806,37500000,2.0270269174580045
3,1,0,3900000,10700000,6,790,10600000,1900000,12500000,2700000,1,2.743589040105374,27700000,2.5887848047864668
5,0,0,200000,600000,16,396,0,0,500000,200000,0,2.9999850000749997,700000,1.166664722225463
3,1,0,2000000,4200000,6,831,1300000,1700000,6900000,1200000,1,2.099998950000525,11100000,2.642856513605592
2,1,1,9100000,20900000,20,632,4200000,400000,30000000,13200000,1,2.2967030443183467,47800000,2.287081230283195
3,1,0,4700000,10800000,8,527,13300000,3100000,13600000,4800000,0,2.297871851516627,34800000,3.2222219238683403
3,0,1,3200000,11100000,6,708,8900000,5700000,8100000,1500000,1,3.4687489160159637,24200000,2.180179983767569
2,0,0,1700000,4200000,14,829,200000,1600000,4600000,1600000,1,2.4705867820077754,8000000,1.9047614512472735
1,0,0,2600000,8100000,12,854,4500000,5100000,6300000,2500000,1,3.115383417160224,18400000,2.2716046578265856
3,0,1,2700000,6700000,14,899,2400000,4200000,6000000,2000000,1,2.4814805624146064,14600000,2.1791041523725148
0,0,1,3600000,13400000,6,589,3600000,0,11200000,4000000,1,3.722221188271892,18800000,1.4029849699264947
4,1,1,7200000,26000000,6,571,4700000,0,22600000,4200000,1,3.611110609567971,31500000,1.2115384149408301
2,0,1,2500000,6400000,6,708,6900000,200000,9900000,3500000,1,2.5599989760004096,20500000,3.203124499511797
2,0,0,5500000,19600000,16,328,2400000,4800000,10900000,3700000,0,3.5636357157025973,21800000,1.1122448412119978
3,1,1,9200000,33500000,8,564,20800000,15200000,29800000,11400000,1,3.641303952032179,77200000,2.304477543149924
3,0,0,9000000,19000000,8,693,18300000,4500000,29600000,7200000,1,2.111110876543236,59600000,3.1368419401662138
4,0,1,5900000,15000000,14,626,16400000,4600000,17600000,8200000,1,2.5423724504453475,46800000,3.119999792000014
4,1,0,5600000,15600000,12,470,9900000,10700000,14600000,7000000,0,2.785713788265395,42200000,2.705128031722562
2,0,1,3200000,12500000,8,849,400000,5300000,10400000,4400000,1,3.9062487792972567,20500000,1.6399998688000106
5,0,0,9100000,27800000,16,547,21900000,7000000,31900000,9400000,0,3.054944719236844,70200000,2.5251797652813033
0,0,1,4600000,15100000,2,417,5600000,3900000,11800000,6600000,1,3.282607982041743,27900000,1.8476819968422518
4,1,0,7300000,14900000,2,358,13600000,12300000,20400000,7300000,0,2.0410956108088203,53600000,3.5973151948110607
5,0,1,1300000,3100000,16,826,200000,1700000,5100000,1400000,1,2.384613550297269,8400000,2.7096765452656304
0,0,0,1800000,4200000,6,836,1300000,1900000,6800000,2000000,1,2.3333320370377573,12000000,2.8571421768709104
3,1,0,500000,1700000,10,509,400000,300000,1400000,300000,0,3.3999932000136,2400000,1.4117638754330144
2,0,1,5700000,20500000,20,581,15200000,7800000,11400000,8500000,1,3.596490597106913,42900000,2.0926828247471794
4,1,0,300000,1100000,4,359,100000,0,1000000,200000,1,3.666654444485185,1300000,1.1818171074389932
5,1,1,2100000,7100000,10,517,1200000,2900000,5400000,1400000,0,3.3809507709758235,10900000,1.5352110513787252
1,0,1,5700000,20100000,14,442,11700000,7300000,17900000,6500000,0,3.5263151708219,43400000,2.159203872676424
1,0,1,1100000,2700000,16,346,1900000,300000,2200000,800000,0,2.4545432231425246,5200000,1.9259252126202917
5,1,0,9300000,34000000,6,742,4200000,600000,32800000,8200000,1,3.655913585385636,45800000,1.3470587839100359
1,1,1,3500000,8100000,10,626,7100000,5500000,7200000,2900000,1,2.3142850530614134,22700000,2.802468789818668
0,0,1,8200000,28800000,4,619,9000000,1100000,23000000,6300000,1,3.5121946936347936,39400000,1.3680555080536283
2,0,1,7500000,17900000,20,734,9100000,5500000,23000000,4900000,1,2.386666348444487,42500000,2.3743015433351093
1,1,1,7000000,25600000,6,420,15100000,11500000,15300000,8700000,0,3.657142334693952,50600000,1.9765624227905303
5,0,1,3900000,8300000,18,600,3900000,600000,10400000,5600000,1,2.1282045825116453,20500000,2.4698792204964795
3,1,1,4700000,13200000,12,440,4000000,3300000,16600000,4300000,0,2.8085100407425445,28200000,2.1363634745179185
5,0,1,1700000,5200000,16,820,1700000,1200000,4000000,1000000,1,3.0588217301048646,7900000,1.519230477071062
0,1,0,2500000,7800000,8,437,5800000,0,5800000,3300000,0,3.119998752000499,14900000,1.9102561653517738
1,0,1,400000,1400000,12,468,700000,0,1500000,400000,0,3.499991250021875,2600000,1.8571415306131924
0,0,1,2400000,9100000,8,368,2200000,200000,5600000,3300000,0,3.791665086806214,11300000,1.2417581053013071
4,1,0,5700000,21900000,2,871,3200000,1700000,14400000,6100000,1,3.842104589104458,25400000,1.1598172986384796
1,1,0,9800000,37900000,4,816,21800000,12200000,26100000,8500000,1,3.8673465441483117,68600000,1.8100263374663235
5,1,0,9000000,32800000,4,773,10600000,4100000,18900000,11500000,1,3.644444039506218,45100000,1.3749999580792696
3,0,0,800000,3000000,14,576,1200000,1300000,2600000,400000,1,3.749995312505859,5500000,1.8333327222224258
1,1,0,1600000,4500000,14,673,1900000,2700000,3700000,1300000,1,2.8124982421885987,9600000,2.1333328592593648
0,1,1,9800000,34100000,20,760,21500000,9400000,33400000,13600000,1,3.4795914816743387,77900000,2.284457411012979
5,0,1,2900000,7500000,12,678,3400000,3000000,10900000,3700000,1,2.58620600475655,21000000,2.7999996266667164
4,0,1,3900000,12000000,14,893,6000000,4700000,12900000,5200000,1,3.076922287968644,28800000,2.3999998000000167
0,1,1,3300000,9000000,18,754,6100000,3900000,6900000,4700000,1,2.727271900826697,21600000,2.399999733333363
3,1,1,700000,2200000,8,617,1600000,400000,2400000,900000,1,3.1428526530676386,5300000,2.4090898140500845
3,0,1,8400000,29500000,20,661,14600000,3400000,28900000,10900000,1,3.5119043438209117,57800000,1.9593219674806113
1,1,1,4000000,12100000,12,356,10500000,2500000,15600000,5000000,0,3.024999243750189,33600000,2.776859274639729
0,0,1,1900000,6300000,16,811,1100000,100000,5100000,1900000,1,3.3157877285327744,8200000,1.3015870949861754
0,0,0,3900000,14600000,2,730,9200000,4000000,14600000,5400000,1,3.7435887836951838,33200000,2.2739724469881883
5,0,0,7400000,18000000,2,792,5300000,9400000,19900000,5300000,1,2.4324321037253913,39900000,2.2166665435185253
5,0,1,5900000,16000000,6,798,15900000,5000000,12300000,3100000,1,2.711863947141704,36300000,2.268749858203134
2,0,0,1400000,2900000,12,490,600000,1600000,5500000,1300000,0,2.0714270918377915,9000000,3.10344720570786
2,1,1,1800000,5500000,6,448,2900000,300000,5600000,1300000,0,3.0555538580256343,10100000,1.8363633024793995
0,1,1,1000000,3100000,6,525,1900000,1700000,2800000,1400000,0,3.0999969000031,7800000,2.5161282206038
1,1,0,7400000,19200000,20,415,2200000,4800000,29200000,7000000,0,2.594594243973751,43200000,2.249999882812506
5,1,0,2700000,10600000,16,496,800000,2900000,9700000,2400000,0,3.925924471879825,15800000,1.4905658971164248
1,0,1,3600000,13100000,8,543,2900000,100000,9900000,2700000,0,3.6388878780867007,15600000,1.190839603752702
5,1,0,7000000,18400000,12,520,4700000,11900000,17000000,3800000,0,2.628571053061278,37400000,2.032608585184316
4,0,1,5000000,18000000,14,307,5300000,5600000,12800000,3300000,0,3.599999280000144,27000000,1.4999999166666713
2,1,0,1800000,5700000,14,502,1400000,1100000,4400000,1300000,0,3.166664907408385,8200000,1.438596238842765
2,1,1,4700000,12000000,6,505,3400000,3800000,18000000,2300000,0,2.553190946129586,27500000,2.2916664756944605
2,0,1,6700000,23100000,4,304,14400000,7100000,24300000,10000000,1,3.4477606794387046,55800000,2.4155843110136663
5,0,0,5800000,17500000,10,719,5800000,1900000,12400000,3100000,1,3.0172408590964035,23200000,1.325714209959188
0,1,1,5900000,22700000,18,855,13400000,6300000,14500000,4000000,1,3.8474569750072924,38200000,1.6828193091269026
4,0,0,6000000,15800000,18,593,6800000,4800000,13200000,6400000,1,2.633332894444518,31200000,1.9746834193238343
1,0,1,700000,1400000,10,523,700000,1100000,1600000,900000,0,1.9999971428612244,4300000,3.0714263775525876
0,0,1,3700000,13100000,14,385,10600000,6800000,9200000,4900000,0,3.5405395836379503,31500000,2.404579969116033
0,1,1,7100000,19300000,6,783,3900000,4800000,21800000,5000000,1,2.71830947629444,35500000,1.8393781430374019
5,1,1,1100000,3900000,2,538,400000,1300000,4300000,1600000,1,3.5454513223169797,7600000,1.948717449046808
3,0,1,9500000,20100000,2,506,16800000,800000,32700000,11000000,0,2.1157892509695526,61300000,3.0497510920521846
4,0,1,2200000,8600000,2,461,1400000,3000000,4700000,2100000,1,3.9090891322322125,11200000,1.3023254299621594
4,0,1,5500000,20000000,8,666,3800000,4700000,18000000,7900000,1,3.636362975206732,34400000,1.7199999140000044
3,0,1,4400000,16300000,20,561,5500000,8000000,12000000,4000000,1,3.704544612603497,29500000,1.8098158398885988
5,0,0,5000000,10800000,10,345,12300000,5000000,14100000,6300000,0,2.1599995680000865,37700000,3.4907404175240355
4,0,1,6100000,12500000,14,862,11300000,1500000,21900000,6800000,1,2.0491799919377063,41500000,3.3199997344000214
3,0,0,8100000,22300000,10,686,20400000,8700000,19200000,6200000,1,2.7530860798659162,54500000,2.4439460787468126
